ID_ERB,OPERADORA,UF,MUNICIPIO,BAIRRO,LOGRADOURO,CEP,TIPO_ESTACAO,TECNOLOGIA,FREQUENCIA,LATITUDE,LONGITUDE,PADRAO,MCC,MNC,LAC,CID,ARFCN,SETOR,RSSI,ALTURA,STATUS,FAIXA,FREQ_INICIAL,FREQ_FINAL,CLASSE_EMISSAO,POTENCIA,COMPARTILHAMENTO
1000001021,TIM,RS,Bossoroca,CENTRO,"RUA DR ALVES VALENCA, S N,",4302501,Greenfield ,2G - 4G,700 - 900 - 1800,-28.72917,-54.9075,,,,,,,,,39269.8,nao,FB,955.00000000,957.50000000,200KM7W,12.0,sim
1000001030,TIM,RS,Capao da Canoa,CAPAO NOVO,"AVENIDA DAS GAIVOTAS, 4360,",4304630,Greenfield ,2G - 3G - 4G - 5G,1800 - 2100 - 3500,-29.687642,-49.979994,,,,,,,,,7341.8,nao,FB,1805.00000000,1820.00000000,200KM7W,15.1,sim
1000001110,TIM,GO,Abadia de Goias,PARQUE ISABEL,"RUA JK, S N, QD 01 LT 08",5200050,Greenfield ,2G - 3G - 4G - 5G,700 - 900 - 1800 - 2100 - 3500,-16.760139,-49.437556,,,,,,,,,1597.4,nao,,,,,6801.4,nao
1000001366,TIM,RS,Santo Cristo,CENTRO,"RUA VEREADOR MEURER, 323,",4317905,Greenfield ,2G - 4G,700 - 900 - 1800,-27.821944,-54.666111,,,,,,,,,19016.1,nao,,,,,16118.3,nao
1000001463,TIM,GO,Ipameri,CENTRO,"RUA 8, S N,",5210109,Greenfield ,2G - 4G,900 - 1800,-17.722678,-48.157339,,,,,,,,,2344.6,nao,FB,880.00000000,890.00000000,40K0G3E,328.9,sim
1000001480,TIM,MT,Guaranta do Norte,CENTRO,"Rua Inhare, S N, Qd. 47 Esquina Com A Dos Cedros Lt 18",5104104,Greenfield ,2G - 3G - 4G - 5G,700 - 900 - 1800 - 2100 - 3500,-99.52166,-54.909972,,,,,,,,,7492999.4,nao,,,,,7319745.8,nao
1000001986,CLARO,SP,Sao Paulo,LAUZANE PAULISTA,"R CONSELHEIRO MOREIRA DE BARROS, 2780, SHOPPING SANTANA PARQUE",3550308,Rooftop ,2G - 3G - 4G - 5G,700 - 850 - 1800 - 2100 - 2300 - 2500 - 3500,-23.48298,-46.64489,,,,,,,,,1415.9,nao,FB,2650.00000000,2660.00000000,5M00G7W,34.3,sim
1000001994,CLARO,PR,Ipiranga,CENTRO,"R ALCIDES MACEDO, S N, LOTE 07 - QUADRA 05 ESQUINA COM PREFEITO ANTONIO C. OLIVEIRA",4110508,Greenfield ,2G - 3G - 4G,700 - 900 - 1800 - 2100,-25.02189,-50.58071,,,,,,,,,15584.3,nao,FB,880.000,890.000,1M25FXW,6.3,sim
1000002338,TIM,MG,Juiz de Fora,BANDEIRANTES,"Rua Mozart Rodrigues Da Silva, 25, -",3136702,Nao Informada,2G - 3G - 4G - 5G,700 - 850 - 1800 - 2100 - 2500 - 3500,-21.723361,-43.3565,,,,,,,,,2510.8,nao,,,,,1120.4,nao
1000002389,VIVO,RO,Ministro Andreazza,CENTRO,"RUA MARTIN LUTERO , S N,",1101203,Greenfield ,2G - 3G - 4G,700 - 850 - 2100 - 2500,-11.197478,-61.518878,,,,,,,,,42642.0,nao,FB,890.000,891.500,1M25G7W,0.0,sim
1000002397,CLARO,PB,Joao Pessoa,Mangabeira,"RUA MONSENHOR ARLINDO BEZERRA CAMBOIM, S N, QUADRA 01, LOTE 08",2507507,Greenfield ,2G - 3G - 4G - 5G,700 - 850 - 1800 - 2100 - 2500 - 3500,-71.8908,-34.8377,,,,,,,,,4538665.5,nao,,,,,4385247.3,nao
1000002990,VIVO,PR,Toledo,(vazio),"RUA ENGENHEIRO REBOUCAS ,16,WALTER FONTANA, ,",4127700,Nao Informada,2G,850,-24.74361,-53.72306,UMTS,724.0,6.0,40145.0,2950617.0,3150.0,35.0,0.0,957.7,sim,FB,880.00000000,890.00000000,1M25G7W,0.5,sim
1000003067,TIM,BA,Salvador,CAMPINAS DE PIRAJA,"LOTEAMENTO PORTO SECO PIRAJA, 7, QUADRA A",2927408,Greenfield ,2G - 3G - 4G - 5G,700 - 850 - 1800 - 2100 - 2500 - 3500,-12.910475,-38.457175,LTE,724.0,2.0,37159.0,118597901.0,1000.0,1.0,0.0,468.4,sim,FB,890.00000000,891.50000000,40K0F9W,462.3,sim
1000004926,CLARO,ES,Conceicao do Castelo,-,"RUA SOUZA PINTO, 154, CENTRO, ,",3201704,Greenfield ,2G - 3G - 4G,700 - 850 - 900,-20.35944,-41.23833,,,,,,,,,6018.2,nao,,,,,1226.5,nao
1000005060,CLARO,AL,Maceio,PAJUCARA,"R DESEMBARGADOR ALMEIDA GUIMARAES, 175,",2704302,Greenfield ,2G - 3G - 4G - 5G,700 - 850 - 1800 - 2100 - 2500 - 3500,-96.725,-35.71752,,,,,,,,,7154726.8,nao,,,,,6975911.3,nao
1000008514,VIVO,SP,Sao Bernardo do Campo,ALVARENGA,"ESTRADA DA CAMA PATENTE, 800, S N,",3548708,Greenfield ,2G - 3G - 4G - 5G,700 - 850 - 1800 - 2500 - 3500,-23.746072,-46.595733,LTE,724.0,3.0,31153.0,236049418.0,1000.0,1.0,0.0,162.5,sim,FB,880.00000000,890.00000000,5M00D9W,296.0,sim
1000009421,TIM,PR,Icaraima,CENTRO,"RUA FRANCISCA B GARDEAL, 660, AIM003B3",4109906,Greenfield ,2G - 3G - 4G,700 - 850 - 900 - 1800,-23.396113,-53.621683,,,,,,,,,58602.5,nao,FB,957.50000000,960.00000000,200KG7W,1.7,sim
1000011361,TIM,RS,Porto Alegre,Anchieta,"RUA FERNANDO FERRARI, 1001, EM AQUISICAO",4314902,Nao Informada,2G - 3G - 4G - 5G,700 - 1800 - 2100 - 2500 - 3500,-29.978383,-51.167916,LTE,724.0,5.0,41751.0,130655518.0,1000.0,1.0,0.0,883.5,sim,FB,2145.00000000,2155.00000000,5M00G9W,15.7,sim
1000011825,VIVO,SP,Sao Paulo,PINHEIROS,"Rua Capote Valente, 500, Hotel Pathernon Condominio Edificio The Excellence Flat",3550308,Greenfield Rooftop ,2G - 3G - 4G - 5G,700 - 850 - 1800 - 2100 - 2300 - 2500 - 3500,-23.55694,-46.67556,LTE,724.0,3.0,31173.0,202490883.0,1000.0,3.0,0.0,160.6,sim,FB,2125.00000000,2135.00000000,5M00G9W,160.2,sim
1000011868,VIVO,SP,Sao Paulo,Chacara Santo Antonio (Zona Leste),"RUA REBOUJO, 62 CONDOMINIO EDIFICIO TEQUEST POINT II, S N,",3550308,Greenfield Rooftop ,2G - 3G - 4G - 5G,700 - 850 - 1800 - 2100 - 2500 - 3500,-23.550047,-46.552481,LTE,724.0,3.0,31141.0,185631745.0,1000.0,1.0,0.0,361.5,sim,FB,2135.000,2145.000,5M00G7W,91.0,sim
1000012430,VIVO,SP,Nova Luzitania,CENTRO,"RUA LISBOA, 500,",3533304,Greenfield ,2G - 3G - 4G,700 - 850 - 1800,-20.855722,-50.263444,,,,,,,,,23848.2,nao,FB,1877.50000000,1880.00000000,200KG7W,938.7,sim
1000015545,VIVO,MG,Montes Claros,SAO JOSE,"RUA SANTA RITA DE CASSIA, 952,",3143302,Ran Sharing Rooftop ,2G - 3G - 4G - 5G,700 - 850 - 1800 - 2100 - 2500 - 3500,-16.71931,-43.85525,LTE,724.0,23.0,57338.0,72261909.0,1000.0,1.0,0.0,101.3,sim,FB,2135.00000000,2145.00000000,5M00G9W,0.5,sim
1000015669,TIM,SP,Ribeirao Preto,RIBEIRANIA,"Avenida Presidente Kennedy, 2064,",3543402,Nao Informada,2G - 3G - 4G - 5G,700 - 900 - 1800 - 2100 - 2500 - 3500,-21.198861,-47.764917,LTE,724.0,5.0,40216.0,41098781.0,1000.0,1.0,0.0,296.0,sim,FB,2125.00000000,2135.00000000,5M00G7W,128.0,sim
1000015715,VIVO,GO,Goiania,Jardim Goias,"AVENIDA JAMEL CECILIO, 3300, RBR-NAO",5208707,Greenfield ,3G - 4G,700 - 850 - 1800 - 2500,-16.709181,-49.236225,LTE,724.0,5.0,42262.0,158765451.0,1000.0,1.0,0.0,217.9,sim,FB,788.000,793.000,5M00G7W,0.0,sim
1000016231,TIM,MG,Alfenas,LOTEAMENTO DO TREVO,"AVENIDA B, S N, AQUISITADO",3101607,Greenfield ,2G - 3G - 4G - 5G,700 - 850 - 1800 - 2100 - 3500,-21.448861,-45.948889,,,,,,,,,1997.8,nao,FB,2110.00000000,2125.00000000,5M00D9W,393.8,sim
1000017017,TIM,RS,Canoas,NITEROI,"Rua Garibaldi, 954, -",4304606,Greenfield ,2G - 3G - 4G - 5G,700 - 1800 - 2100 - 2300 - 2500 - 3500,-29.955944,-51.166528,,,,,,,,,1376.3,nao,FB,2145.00000000,2155.00000000,5M00G9W,0.1,sim
1000017025,TIM,BA,Simoes Filho,CIA SUL,"Rua Via Periferica Ii, 2185, 0",2930709,Greenfield ,2G - 3G - 4G - 5G,700 - 850 - 900 - 1800 - 2100 - 2500 - 3500,-12.811139,-38.443333,,,,,,,,,3725.0,nao,,,,,1872.2,nao
1000017564,TIM,RJ,Rio de Janeiro,BARRA DA TIJUCA,"AVENIDA LUCIO COSTA, 2630,",3304557,Greenfield ,3G - 4G - 5G,700 - 1800 - 2100 - 3500,-23.012139,-43.321639,LTE,724.0,5.0,45721.0,54351874.0,1000.0,3.0,0.0,144.3,sim,FB,2125.00000000,2135.00000000,5M00G7W,73.3,sim
1000018951,VIVO,MG,Pecanha,QUARAL DE CIMA,"RUA JUCA VILELA S N - MORRO DA TORRE DE TV, S N, TV TAQUARAL",3148608,Greenfield ,2G - 3G - 4G,700 - 850 - 900 - 1800 - 2100 - 2500,-18.551491,-42.551894,,,,,,,,,26373.6,nao,,,,,28648.4,nao
1000019141,TIM,SP,Santana de Parnaiba,Fazendinha,"RUA AMAZONAS, 210,",3547304,Greenfield ,2G - 3G - 4G - 5G,700 - 900 - 1800 - 2100 - 2500 - 3500,-23.411972,-46.876139,LTE,724.0,3.0,31177.0,219196547.0,1000.0,1.0,0.0,286.6,sim,FB,955.000,957.500,2M50G7W,976.3,sim
1000019249,TIM,SP,Sao Caetano do Sul,Oswaldo Cruz,"RUA RIO DE JANEIRO, 505,",3548807,Rooftop ,2G - 3G - 4G - 5G,700 - 900 - 1800 - 2100 - 2500 - 3500,-23.622833,-46.565528,GSM,724.0,3.0,1411.0,33453.0,1000.0,1.0,0.0,279.4,sim,FB,2135.000,2145.000,5M00G7W,310.4,sim
1000019257,VIVO,MG,Conselheiro Lafaiete,Paulo VI,"AVENIDA VI, S N,",3118304,Greenfield Ran Sharing ,2G - 3G - 4G,700 - 850 - 1800 - 2100 - 2500,-20.69139,-43.79778,,,,,,,,,1057.5,nao,,,,,1418.4,nao
1000019265,VIVO,MG,Contagem,KENNEDY,"Ceasa MG Rodovia BR-040 km 688, S N,",3118601,Rooftop ,2G - 3G - 4G - 5G,700 - 850 - 1800 - 2100 - 2500 - 3500,-19.89056,-44.04389,LTE,724.0,2.0,33167.0,52245514.0,1000.0,1.0,0.0,489.8,sim,FB,890.000,891.500,5M00G9W,20.4,sim
1000020255,TIM,RN,Ipanguacu,-,"Avenida Norte- Rn 118 ,S N,Centro, S N, -",2404705,Greenfield ,2G - 3G - 4G,700 - 850 - 1800,-55.025,-36.85667,,,,,,,,,2813125.1,nao,,,,,2694748.1,nao
1000020336,VIVO,MG,Ouro Branco,INCONFIDENTES,"AVENIDA MARIZA DE SOUZA MENDEZ, S N,",3145901,Greenfield ,2G - 3G - 4G,700 - 850 - 900 - 1800 - 2500,-20.51333,-43.72083,,,,,,,,,10779.4,nao,FB,890.00000000,891.50000000,5M00G9W,12.2,sim
1000020344,VIVO,MG,Teofilo Otoni,Matinha,"RUA RITA MARTINS TEIXEIRA, 474,",3168606,Greenfield Ran Sharing ,2G - 3G - 4G - 5G,700 - 850 - 900 - 2100 - 2500 - 3500,-17.84639,-41.49083,LTE,724.0,2.0,33352.0,259400457.0,1000.0,1.0,0.0,676.0,sim,FB,1835.00000000,1850.00000000,200KM7W,10.5,sim
1000020360,VIVO,MG,Vicosa,Silvestre,"RUA SEBASTIAO SOARES, S N,",3171303,Greenfield ,2G - 3G - 4G,700 - 850 - 900 - 1800 - 2100 - 2500,-20.72194,-42.86167,,,,,,,,,43038.3,nao,,,,,4880.5,nao
1000020646,TIM,CE,Pacoti,RURAL,"RODOVIA CE 065, S N,",2309805,Greenfield ,2G - 3G - 4G,700 - 850 - 1800 - 2100,-42.2667,-38.92472,,,,,,,,,1619641.1,nao,,,,,1575982.7,nao
1000020921,VIVO,RJ,Macae,SERRINHA,"RODOVIA BR 101 FAZENDA SAO LUIZ GONZAGA, S N,",3302403,Greenfield ,3G - 4G,700 - 850 - 1800 - 2100,-22.243547,-41.80767,,,,,,,,,2262.9,nao,,,,,10885.4,nao
1000021154,TIM,SP,Sorocaba,WANEL VILLE,"RUA VALMIR VITORIO SEGURA, 150,",3552205,Nao Informada,2G - 3G - 4G - 5G,700 - 900 - 1800 - 2100 - 2500 - 3500,-23.4955,-47.508694,,,,,,,,,2196.0,nao,FB,2650.000,2660.000,10M0G7W,0.0,sim
1000021405,TIM,BA,Prado,Cumuruxativa,"Rua do Cemiterio, 1,",2925501,Greenfield ,2G - 3G - 4G,700 - 850 - 900 - 2100,-17.11111,-39.185,,,,,,,,,38283.9,nao,,,,,37651.2,nao
1000021790,TIM,SP,Maua,VILA ASSIS BRASIL,"RUA ULYSSES GUIMARAES, 515,",3529401,Rooftop ,2G - 3G - 4G - 5G,700 - 900 - 1800 - 2100 - 2500 - 3500,-23.695361,-46.464028,LTE,724.0,5.0,41811.0,54151454.0,1000.0,1.0,0.0,482.2,sim,FB,2110.00000000,2125.00000000,5M00G7W,0.0,sim
1000021855,CLARO,PI,Teresina,SAO JOAO,"AV JOAO XXIII, 3260, AO LADO DO AABB",2211001,Greenfield ,2G - 3G - 4G - 5G,850 - 1800 - 2100 - 2500 - 3500,-50.819,-42.768,,,,,,,,,2215332.3,nao,,,,,2089260.6,nao
1000021898,CLARO,AL,Maceio,Jacintinho,"R ANTONIO JOAQUIM DE OLIVEIRA, S N,",2704302,Greenfield ,2G - 3G - 4G - 5G,700 - 1800 - 2100 - 2500 - 3500,-96.4259,-35.7228,,,,,,,,,7122678.9,nao,,,,,6944056.9,nao
1000022126,VIVO,GO,Aragarcas,CENTRO,"RUA DR. RUBENS C. DE AQUIRRE, 8, RBR-NAO",5201702,Greenfield ,2G - 3G - 4G,700 - 850 - 1800 - 2100 - 2500,-15.90306,-52.24806,,,,,,,,,138845.9,nao,FB,869.00000000,880.00000000,40K0G3E,67.6,sim
1000024269,VIVO,SC,Blumenau,Itoupava Norte,"RUA PARIS, 281, S N,",4202404,Greenfield ,2G - 3G - 4G - 5G,700 - 850 - 1800 - 2100 - 2500 - 3500,-26.884222,-49.083392,LTE,724.0,6.0,34747.0,257290087.0,1000.0,21.0,0.0,306.6,sim,FB,880.00000000,890.00000000,1M25F9W,91.2,sim
1000024293,VIVO,PR,Guarapuava,(vazio),"AVENIDA VEREADOR RUBEM SIQUEIRA RIBAS,S N,SANTA CRUZ, ,",4109401,Nao Informada,2G,850,-25.42194,-51.46889,,,,,,,,,1888.2,nao,FB,891.50000000,894.00000000,1M25F9W,9.8,sim
1000024501,TIM,ES,Anchieta,PONTA UBU,"RODOVIA ES 060, S N,",3200409,Greenfield ,2G - 3G - 4G,700 - 900 - 1800 - 2100,-20.77222,-40.58333,LTE,724.0,2.0,32851.0,42401806.0,1000.0,1.0,0.0,348.8,sim,,,,,3642.2,nao
1000025273,CLARO,BA,Vera Cruz,CONCEICAO,"ROD BA 001, KM12,5, CONCEICAO (PARAISO DA CONCEICAO, CASA1)",2933208,Greenfield ,2G - 3G - 4G,700 - 1800 - 2100 - 2500,-13.02336,-38.6564,,,,,,,,,15550.6,nao,FB,1872.50000000,1875.00000000,200KG7W,11.7,sim
1000025281,CLARO,BA,Salvador,RETIRO,"R SAO GONCALO, S N,",2927408,Greenfield ,2G - 3G - 4G - 5G,700 - 1800 - 2100 - 2500 - 3500,-12.95068,-38.47184,,,,,,,,,2528.3,nao,FB,2135.000,2145.000,5M00G9W,0.4,sim
1000025419,VIVO,BA,Campo Alegre de Lourdes,CENTRO,"TRAVESSA CORONEL LINDOLFO DIAS, S N,",2905909,Greenfield ,2G - 3G - 4G,700 - 850 - 1800 - 2100 - 2500,-95.1893,-43.00599,,,,,,,,,7005525.0,nao,,,,,6829259.6,nao
1000025427,VIVO,BA,Sento Se,CENTRO,"AVENIDA DO CANAL, S N,",2930204,Greenfield Ran Sharing ,2G - 3G - 4G,700 - 850 - 1800 - 2100 - 2500,-97.42719,-41.8766,,,,,,,,,7249049.0,nao,,,,,7071590.3,nao
1000025435,VIVO,BA,Tanhacu,LIDIO PEREIRA,"RUA PALMIRA MARIA PEREIRA, S N,",2931004,Greenfield ,2G - 3G - 4G,700 - 850 - 1800 - 2100 - 2500,-14.024369,-41.249731,,,,,,,,,76464.1,nao,FB,957.50000000,960.00000000,200KG7W,19.1,sim
1000025443,VIVO,BA,Tremedal,CENTRO,"AVENIDA JOAQUIM FERRAZ DE ARAUJO, S N,",2931806,Greenfield ,2G - 3G - 4G,700 - 850 - 1800 - 2100,-14.973,-41.4045,,,,,,,,,43186.3,nao,FB,890.00000000,891.50000000,200KG7W,644.9,sim
1000025516,TIM,MG,Mathias Lobato,CENTRO,"AVENIDA GOVERNADOR MAGALHAES PINTO, S N,",3171501,Greenfield ,2G - 3G - 4G,700 - 850 - 900 - 1800,-18.57611,-41.90667,LTE,724.0,2.0,33367.0,54186506.0,1000.0,1.0,0.0,999.1,sim,,,,,28408.2,nao
1000026652,VIVO,ES,Guarapari,ZONA RURAL,"RODOVIA DO CONTORNO KM 585, S N,",3202405,Nao Informada,2G - 3G - 4G,700 - 850,-20.678761,-40.56515,,,,,,,,,2980.5,nao,,,,,4695.9,nao
1000027527,TIM,BA,Salvador,CAMINHO DAS ARVORES,"AVENIDA TANCREDO NEVES, 2915, EM FRENTE AO HOSPITAL SARAH",2927408,Indoor ,2G - 3G - 4G - 5G,700 - 850 - 1800 - 2100 - 2500 - 3500,-12.977917,-38.455528,,,,,,,,,1974.4,nao,FB,1830.00000000,1832.50000000,200KG7W,191.8,sim
1000027543,TIM,BA,Serrinha,SERRINHA,"RUA PEDRO THIAGO, 85,",2930501,Greenfield ,2G - 3G - 4G - 5G,700 - 850 - 1800 - 2100 - 2500 - 3500,-11.660306,-39.005833,,,,,,,,,2356.7,nao,FB,2125.000,2135.000,5M00G9W,0.1,sim
1000027560,VIVO,AM,Manaus,CIDADE NOVA,"RUA FIGUEIRENSE X AVENIDA PALMEIRAS, S N,",1302603,Greenfield ,2G - 3G - 4G - 5G,700 - 850 - 1800 - 2100 - 2500 - 3500,-30.2139,-59.94583,,,,,,,,,279539.6,nao,,,,,229922.6,nao
1000029007,TIM,RJ,Rio de Janeiro,CENTRO,"TRAVESSA BELAS ARTES, 15,",3304557,Rooftop ,2G - 3G - 4G - 5G,700 - 1800 - 2100 - 3500,-22.904417,-43.182222,LTE,724.0,2.0,32188.0,35609105.0,1000.0,5.0,0.0,225.0,sim,FB,890.00000000,891.50000000,40K0F9W,58.7,sim
1000029040,VIVO,ES,Serra,PRAIA DE ITAPARICA,"RODOVIA BR 101, KM 253, S N, CONDOMINIO EDIFICIO PRAIA DOURADA",3205002,Greenfield ,2G - 3G - 4G - 5G,700 - 850 - 1800 - 2100 - 2500 - 3500,-20.118828,-40.313003,,,,,,,,,3608.6,nao,,,,,1039.3,nao
1000029147,TIM,AM,Manaus,CHAPADA,"AVENIDA DJALMA BATISTA, 1661,",1302603,Indoor ,2G - 3G - 4G,1800 - 2100 - 2500,-31.0139,-60.02472,,,,,,,,,313580.6,nao,,,,,252741.6,nao
1000030846,VIVO,GO,Formosa,ZONA RURAL,"RODOVIA GO 458, FAZENDA SAO MIGUEL TOSCANO, S N,",5208004,Greenfield ,2G - 3G - 4G,700 - 850 - 1800 - 2100,-15.100278,-47.229167,,,,,,,,,19521.4,nao,FB,869.000,880.000,1M25G7W,278.0,sim
1000031249,VIVO,PR,Apucarana,(vazio),"PRACA INTERVENTOR MANOEL RIBAS,S N,CENTRO, ,",4101408,Nao Informada,2G,850,-23.55111,-51.46389,,,,,,,,,14512.5,nao,FB,880.000,890.000,1M25FXW,0.2,sim
1000031397,VIVO,MG,Jeceaba,ZONA RURAL,"MORRO PASTO DA FILICA - FAZENDA BELA VISTA S N, S N,",3135407,Greenfield ,2G - 3G - 4G,700 - 850 - 900 - 1800 - 2100 - 2500,-20.532639,-44.001828,,,,,,,,,17235.0,nao,,,,,1671.1,nao
1000031419,VIVO,ES,Cariacica,SAO BENEDITO,"RUA SAO BENEDITO, 30, RBR-NAO",3201308,Greenfield ,3G - 4G - 5G,700 - 850 - 1800 - 2100 - 2500 - 3500,-20.33111,-40.39472,UMTS,724.0,11.0,40127.0,34559643.0,1681.0,43.0,0.0,219.4,sim,FB,890.000,891.500,5M00G7W,791.6,sim
1000031761,VIVO,MG,Joao Monlevade,IPIRANGA,"RUA GAIVOTA, S N,",3136207,Greenfield ,2G - 3G - 4G - 5G,700 - 850 - 1800 - 2100 - 2500 - 3500,-19.81694,-43.19167,,,,,,,,,2074.0,nao,,,,,1702.8,nao
1000032059,VIVO,MG,Ibitiura de Minas,AGUA LIMPA,"AO LADO DA REPETIDORA DE TV, S N,",3129905,Nao Informada,2G - 3G - 4G,700 - 850 - 900 - 1800,-22.03778,-46.43778,,,,,,,,,12485.7,nao,FB,1870.000,1872.500,200KG7W,26.9,sim
1000032237,VIVO,MG,Coimbra,ZONA RURAL,"RODOVIA BR 120 KM 651 - FAZENDA BOA VISTA,SN,ZONA RURAL, S N,",3116704,Nao Informada,2G - 4G,700 - 900,-20.80917,-42.83028,,,,,,,,,43047.9,nao,,,,,3774.1,nao
1000032326,TIM,MG,Belo Horizonte,PRADO,"Avenida Do Contorno, 9530, -",3106200,Indoor ,2G - 3G - 4G,850 - 1800,-19.9225,-43.95722,,,,,,,,,1145.7,nao,FB,890.00000000,891.50000000,40K0G3E,184.6,sim
1000032377,VIVO,MG,Carangola,ZONA RURAL,"BR 482 KM 16,S N,ZONA RURAL, S N,",3113305,Nao Informada,2G - 3G - 4G,700 - 850 - 900 - 1800 - 2100,-20.72056,-42.14444,,,,,,,,,13527.9,nao,FB,845.75,890.75,5M00G9W,22.8,sim
1000032393,VIVO,MG,Senador Modestino Goncalves,CENTRO,"USINA DE RECICLAGEM DE LIXO, S N,",3165909,Nao Informada,2G - 3G - 4G,700 - 850 - 900 - 1800 - 2100 - 2500,-17.94611,-43.23194,,,,,,,,,97839.2,nao,,,,,29293.4,nao
1000033004,TIM,MG,Capitao Eneas,ZONA RURAL,"RODOVIA BR 122, S N, KM 122 - MORRO DAS ANTENAS, -43,685583",3112703,Greenfield ,2G - 3G - 4G - 5G,700 - 850 - 900 - 1800 - 3500,-16.377722,-43.685583,,,,,,,,,4400.3,nao,,,,,6259.0,nao
1000033551,VIVO,AM,Manaus,CIDADE NOVA,"RUA 197, 20,",1302603,Greenfield ,2G - 3G - 4G - 5G,700 - 850 - 1800 - 2100 - 2500 - 3500,-30.5,-59.97083,,,,,,,,,288738.0,nao,,,,,234172.1,nao
1000033560,VIVO,RS,Caxias do Sul,Jardim America,"RUA ARCY DA ROCHA NOBREGA, S N, RBR-NAO",4305108,Greenfield ,2G - 3G - 4G - 5G,700 - 850 - 1800 - 2100 - 2500 - 3500,-29.15667,-51.17083,,,,,,,,,2550.1,nao,FB,1805.00000000,1820.00000000,200KM7W,556.3,sim
1000033578,TIM,BA,Iacu,-,"RUA QUINZE DE NOVEMBRO S N -IACU-IACU, ,",2911907,Greenfield ,2G - 3G - 4G,700 - 850 - 900 - 1800,-12.765722,-40.20925,,,,,,,,,39696.5,nao,,,,,28385.4,nao
1000033586,VIVO,AM,Manaus,PARQUE DAS NACOES,"RUA 14, QUADRA I - CONJUNTO BEIJA-FLOR II, 183,",1302603,Greenfield ,3G - 4G - 5G,700 - 850 - 1800 - 2100 - 2300 - 2500 - 3500,-30.4778,-60.00806,,,,,,,,,291535.8,nao,,,,,237418.9,nao
1000033985,CLARO,PE,Caruaru,Salgado,"RUA MARTINS FRANCISCO, 54,",2604106,Greenfield ,2G - 3G - 4G - 5G,700 - 850 - 1800 - 2100 - 2500 - 3500,-82.8065,-35.961,,,,,,,,,5669888.9,nao,,,,,5501928.6,nao
1000034132,TIM,SP,Sao Paulo,CAMPO BELO,"PRACA COMANDANTE LINNEU GOMES, SN,",3550308,Rooftop ,2G - 3G - 4G - 5G,700 - 900 - 1800 - 2100 - 2500 - 3500,-23.627472,-46.658944,LTE,724.0,3.0,31106.0,185709848.0,1000.0,1.0,0.0,68.3,sim,FB,890.00000000,891.50000000,1M25F9W,34.1,sim
1000034639,TIM,SP,Onda Verde,CENTRO,"RUA PEDRO DE TOLEDO NA, S N, 0",3534005,Greenfield ,2G - 3G - 4G,700 - 900 - 1800 - 2100,-20.608139,-49.295667,,,,,,,,,13576.7,nao,FB,2155.00000000,2165.00000000,5M00G7W,19.8,sim
1000034787,CLARO,AL,Coruripe,COLONIA PINDORAMA,"R MONTE FELIZ, S N, COLONIA PINDORAMA",2702306,Greenfield ,2G - 3G - 4G,700 - 850 - 900 - 1800 - 2100 - 2500,-10.1512,-36.3353,,,,,,,,,26820.1,nao,,,,,7469.7,nao
1000034809,CLARO,CE,Caridade,CENTRO,"R RAIMUNDO AIRES, S N, PROXIMO AO N 79",2303006,Nao Informada,2G - 3G - 4G,850 - 1800 - 2100,-42.329,-39.1949,,,,,,,,,1607159.8,nao,,,,,1561142.7,nao
1000034981,VIVO,SC,Joinville,Nova Brasilia,"R JATIVOCA - N 697, 697,",4209102,Greenfield ,2G - 3G - 4G - 5G,700 - 850 - 1800 - 2100 - 2500 - 3500,-26.338889,-48.877222,,,,,,,,,1408.4,nao,FB,1877.50000000,1880.00000000,200KM7W,453.6,sim
1000035198,VIVO,SP,Tupi Paulista,CENTRO,"AVENIDA 9 DE JULHO, 983, EDIFICIO RESIDENCIAL GRACIANOPOLIS",3555109,Nao Informada,2G - 3G - 4G,700 - 850 - 1800 - 2100,-21.384731,-51.569639,,,,,,,,,36490.0,nao,,,,,1121.7,nao
1000035392,CLARO,PR,Londrina,SAN FERNANDO,"R LAZARO ZAMENHOF, 566, 0",4113700,Rooftop ,2G - 3G - 4G - 5G,700 - 1800 - 2100 - 2500 - 3500,-23.33885,-51.13635,,,,,,,,,1195.8,nao,FB,1860.00000000,1865.00000000,200KM7W,24.5,sim
1000035538,VIVO,TO,Gurupi,SETOR CASEGO,"AVENIDA RIO GRANDE DO NORTE - LOTE 06, S N,",1709500,Greenfield ,3G - 4G - 5G,700 - 850 - 1800 - 2100 - 2500 - 3500,-11.730389,-49.055417,LTE,724.0,4.0,36350.0,103825025.0,1000.0,1.0,0.0,583.1,sim,,,,,1574.1,nao
1000035570,CLARO,PI,Capitao de Campos,ZONA RURAL,"ROD BR 343, S N, SITIO AMEIXA KM 219",2202406,Greenfield ,2G - 3G - 4G,700 - 850 - 900 - 1800 - 2100,-44.7267,-41.94749,,,,,,,,,1654347.5,nao,,,,,1566588.8,nao
1000037719,CLARO,PE,Jaboatao dos Guararapes,GUARARAPES,"AV DOS GUARARAPES, S N,",2607901,Greenfield ,2G - 3G - 4G - 5G,700 - 850 - 1800 - 2100 - 2500 - 3500,-81.5892,-34.9287,,,,,,,,,5546341.8,nao,,,,,5380028.4,nao
