ID_ERB,OPERADORA,UF,MUNICIPIO,BAIRRO,LOGRADOURO,CEP,TIPO_ESTACAO,TECNOLOGIA,FREQUENCIA,LATITUDE,LONGITUDE,PADRAO,MCC,MNC,LAC,CID,ARFCN,SETOR,RSSI,ALTURA,STATUS,FAIXA,FREQ_INICIAL,FREQ_FINAL,CLASSE_EMISSAO,POTENCIA,COMPARTILHAMENTO
1016344110,TIM,ES,Vitoria,SANTO ANTONIO,"AVENIDA SANTO ANTONIO, 1335,",3205309,Nao Informada,4G - 5G,2500 - 3500,-20.313656,-40.358067,UMTS,724.0,11.0,45027.0,34562953.0,1000.0,1.0,0.0,139.6,sim,FB,2165.00000000,2170.00000000,5M00G9W,908.2,sim				
1016344128,TIM,ES,Vitoria,REPUBLICA,"AVENIDA PRESIDENTE COSTA E SILVA, 338, PROXIMO AO 705",3205309,Nao Informada,5G,3500,-20.270436,-40.293269,LTE,724.0,5.0,40127.0,69162524.0,1000.0,1.0,0.0,775.6,sim,FB,869.00000000,880.00000000,30K0F3E,665.7,sim				
1016344136,TIM,ES,Vitoria,MATA DA PRAIA,"Rua Frederico Preti, 565, -",3205309,Nao Informada,5G,3500,-20.275968,-40.289824,UMTS,724.0,11.0,41027.0,1796813.0,6907.0,28.0,0.0,775.8,sim,FB,869.00000000,880.00000000,30K0F3E,295.8,sim				
1016344144,TIM,ES,Vila Velha,Praia da Costa,"Rua Gastao Roubach, S N, PROX.N 220",3205200,Nao Informada,5G,3500,-20.330444,-40.273806,LTE,724.0,5.0,40127.0,69167646.0,1000.0,1.0,0.0,931.2,sim,FB,890.00000000,891.50000000,1M23G9W,268.2,sim				
1016344160,TIM,ES,Vila Velha,CIDADE DA BARRA,"RUA ERICO VERISSIMO, 255,",3205200,Nao Informada,4G - 5G,2500 - 3500,-20.435031,-40.339369,,,,,,,,,5436.9,nao,,,,,4995.2,nao				
1016344179,TIM,ES,Vila Velha,Praia da Costa,"AVENIDA ANTONIO GIL VELLOZO, 2685,",3205200,Nao Informada,5G,3500,-20.352628,-40.283875,UMTS,724.0,11.0,33264.0,171774998.0,1000.0,1.0,0.0,265.1,sim,FB,890.00000000,891.50000000,1M23G9W,113.5,sim				
1016344187,TIM,ES,Vila Velha,ITAPUA,"Avenida Jair De Andrade, 344, -",3205200,Nao Informada,5G,3500,-20.351973,-40.287132,UMTS,724.0,11.0,33264.0,171774998.0,1000.0,1.0,0.0,576.8,sim,FB,890.00000000,891.50000000,1M23G9W,358.8,sim				
1016344195,TIM,ES,Vila Velha,ITAPUA,"Rua Maj Nodge Ulisses De Oliveira, 109, -",3205200,Nao Informada,5G,3500,-20.353894,-40.286335,UMTS,724.0,11.0,33264.0,171774998.0,1000.0,1.0,0.0,426.0,sim,FB,890.00000000,891.50000000,1M23G9W,228.2,sim				
1016344209,TIM,ES,Vila Velha,ITAPUA,"Rua Natal, 112,",3205200,Nao Informada,4G - 5G,2500 - 3500,-20.355289,-40.288363,UMTS,724.0,11.0,33264.0,171774998.0,1000.0,1.0,0.0,638.1,sim,FB,890.00000000,891.50000000,1M23G9W,475.6,sim				
1016344217,TIM,ES,Vila Velha,ITAPUA,"RUA MAJOR NODGE ULISSES DE OLIVEIRA, 475, PROX N 475",3205200,Nao Informada,5G,3500,-20.353331,-40.289831,UMTS,724.0,11.0,33264.0,171774998.0,1000.0,1.0,0.0,795.8,sim,FB,890.00000000,891.50000000,1M23G9W,591.3,sim				
1016344225,TIM,MA,Sao Jose de Ribamar,Aracagy,"Avenida Atlantica, 84, -",2111201,Nao Informada,5G,3500,-24.66306,-44.197639,,,,,,,,,157805.5,nao,,,,,151238.0,nao				
1016344233,TIM,MA,Sao Jose de Ribamar,Aracagy,"Praia Do Aracagy, 2509, -",2111201,Nao Informada,5G,3500,-24.64611,-44.19225,,,,,,,,,156573.1,nao,,,,,150512.8,nao				
1016344241,TIM,MA,Sao Jose de Ribamar,Aracagy,"Avenida A Definir, S N, -",2111201,Nao Informada,5G,3500,-24.64972,-44.186583,,,,,,,,,157231.7,nao,,,,,151211.6,nao				
1016344250,TIM,MA,Sao Jose de Ribamar,CENTRO,"Em Def, S N, -",2111201,Nao Informada,5G,3500,-24.7123,-44.20897,,,,,,,,,161707.0,nao,,,,,153802.4,nao				
1016344268,TIM,MG,Belo Horizonte,Sao Paulo,"Rua Aiuruoca, S N, Em Frente Ao N 157",3106200,Nao Informada,4G - 5G,700 - 2500 - 3500,-19.868694,-43.923528,,,,,,,,,1483.8,nao,FB,890.00000000,891.50000000,5M00G9W,439.1,sim				
1016344276,TIM,MG,Belo Horizonte,Conjunto Taquaril,"Rua Alair Pereira Da Silva, 315, -",3106200,Nao Informada,4G - 5G,700 - 2500 - 3500,-19.918855,-43.879228,,,,,,,,,3346.3,nao,FB,1835.000,1850.000,15M0G7W,336.6,sim				
1016344284,TIM,MG,Belo Horizonte,SANTA AMELIA,"Rua Zona Da Mata, 110, -",3106200,Nao Informada,4G - 5G,700 - 2500 - 3500,-19.836783,-43.977804,,,,,,,,,2900.1,nao,FB,1850.00000000,1860.00000000,200KG7W,814.7,sim				
1016344292,TIM,PA,Belem,REDUTO,"Rua Belem, S N, PORTO FUTURO 1",1501402,Nao Informada,4G - 5G,700 - 1800 - 2100 - 2500 - 3500,-14.4128889,-48.49438611,,,,,,,,,70299.5,nao,,,,,9141.2,nao				
1016344306,TIM,PA,Belem,CENTRO,"Rua Indefinido02, S N, -",1501402,Nao Informada,4G,700 - 1800 - 2500,-14.44599,-48.489132,,,,,,,,,70381.2,nao,,,,,12014.6,nao				
1016344314,TIM,PA,Belem,REDUTO,"AVENIDA MARECHAL HERMES, S N, PORTO FUTURO 2",1501402,Nao Informada,4G - 5G,700 - 1800 - 2100 - 2500 - 3500,-14.45814,-48.495717,,,,,,,,,69425.9,nao,,,,,13538.6,nao				
1016344322,TIM,PA,Belem,VAL DE CAES,"Rua Julio Cesar, S N, PROX AO ELEVADO",1501402,Nao Informada,4G - 5G,700 - 1800 - 2100 - 2500 - 3500,-14.1082778,-48.463775,,,,,,,,,64476.7,nao,,,,,26735.9,nao				
1016344330,TIM,PA,Belem,CENTRO,"Rua Indefinido05, S N, -",1501402,Nao Informada,4G - 5G,700 - 1800 - 2100 - 2500 - 3500,-14.20248,-48.456043,,,,,,,,,66266.9,nao,,,,,16228.3,nao				
1016344349,TIM,RJ,Belford Roxo,Piam,"Avenida Retiro Da Imprensa, 22, -",3300456,Nao Informada,5G,3500,-22.758778,-43.401192,,,,,,,,,1057.2,nao,FB,890.000,891.500,200KG7W,471.6,sim				
1016344357,TIM,RJ,Belford Roxo,Belford Roxo,"Rua Jose Haddad, 1499, -",3300456,Nao Informada,5G,3500,-22.763556,-43.400603,LTE,724.0,2.0,32169.0,34948375.0,1000.0,1.0,0.0,806.2,sim,FB,2135.000,2145.000,5M00G7W,76.8,sim				
1016344365,TIM,RJ,Belford Roxo,CENTRO,"Rodovia Rj-105, 1350, -",3300456,Nao Informada,5G,3500,-22.758333,-43.406975,UMTS,724.0,5.0,36221.0,191491930.0,1000.0,1.0,0.0,978.0,sim,FB,2125.000,2135.000,5M00G7W,423.5,sim				
1016344373,TIM,RJ,Belford Roxo,NOSSA SENHORA DAS GRACAS,"Estrada Da Boa Esperanca, 781, -",3300456,Nao Informada,5G,3500,-22.765,-43.39315,LTE,724.0,5.0,43621.0,55036190.0,1000.0,1.0,0.0,290.8,sim,FB,1835.000,1850.000,10M0G7W,673.6,sim				
1016344381,TIM,RJ,Belford Roxo,CENTRO,"Avenida Dr Carvalhaes, 1005, -",3300456,Nao Informada,5G,3500,-22.773083,-43.397539,LTE,724.0,5.0,43621.0,54836995.0,1000.0,1.0,0.0,157.9,sim,FB,890.000,891.500,200KG7W,238.3,sim				
1016344390,TIM,RJ,Belford Roxo,Belford Roxo,"Avenida Benjamin Pinto Dias, 817, -",3300456,Nao Informada,5G,3500,-22.767856,-43.398403,LTE,724.0,2.0,32169.0,34948375.0,1000.0,1.0,0.0,298.6,sim,FB,890.000,891.500,200KG7W,352.1,sim				
1016344454,TIM,RJ,Belford Roxo,PARQUE SAO VICENTE,"Sao Bento, 207, Poste V.Tal Id 258485",3300456,Nao Informada,5G,3500,-22.734393,-43.366751,,,,,,,,,3615.8,nao,FB,1835.000,1850.000,10M0G7W,312.7,sim				
